1054.802781549,400,-7.735397260149998,1.0295119236499999,-6.38345249115,20.5
1055.157213172,400,-7.777869861299999,1.1246266219999999,-6.245266986000001,20.5
1055.360673108,400,-7.804190909899998,1.0612168230999999,-6.277570091099999,20.5
1055.551447204,400,-7.81436040595,1.0713863191499997,-6.20518720745,21.5
1055.752447554,400,-7.65882693695,1.0552347666,-6.2333028729999995,21.5
1055.951191854,400,-7.7826555065,1.0713863191499997,-6.206981824400001,21.5
1056.109619599,400,-7.804190909899998,1.07856478695,-6.272784445899999,21.5
1056.268534787,400,-7.7706913935,1.07377914175,-6.26500777245,20.5
1056.425826332,400,-7.750950607049999,1.1383853519499998,-6.39422019285,20.5
1056.583545654,400,-7.7048887719999986,1.11804635985,-6.346363740849999,20.5
1056.763848035,400,-7.6390861505,1.16709922315,-6.439085616600001,20.5
1056.920371341,400,-7.671389255599999,1.18384898135,-6.460621019999999,20.5
1057.07639526,400,-7.48774012105,1.1976077112999999,-6.573681887849999,21.5
1057.230921237,400,-7.2999035469499995,1.3477573294499998,-6.736393824649999,20.5
1057.388594523,400,-7.19820858645,1.2604193045499996,-6.789035921849999,21.5
1057.571616733,400,-7.0863441299,1.3196416639,-7.1090759446,21.5
1057.729500537,400,-6.732804590749999,1.2987044661499998,-7.4285177616999984,21.5
1057.888173413,400,-6.84646366425,1.3280165429999997,-7.136593404499999,21.5
1058.046852234,400,-6.74596511505,1.3423734785999997,-7.3746792532,20.5
1058.205751073,400,-6.700501485649999,1.3956137814499998,-7.3082784260499984,21.5
1058.390445205,400,-6.7657059015,1.3746765837,-7.41356262045,21.5
1058.550134358,400,-6.6855463444,1.3268201317,-7.37647387015,21.5
1058.709042884,400,-6.675975054,1.3734801723999999,-7.3800631040499995,20.5
1058.867880372,400,-6.705885336499999,1.3525429746499997,-7.342974353749999,21.5
1059.027126711,400,-6.701697896950001,1.3339985995,-7.32024253905,20.5
1059.206501745,400,-6.725027917299999,1.3429716842499997,-7.3531438497999995,20.5
1059.365342438,400,-6.732804590749999,1.2843475305499996,-7.3351976802999985,20.5
1059.523407374,400,-6.75912563935,1.2939188209499997,-7.26999326445,21.5
1059.680434683,400,-6.806383885699999,1.2598210988999998,-7.283751994399999,20.5
1059.837198843,400,-6.88714164845,1.23768748985,-7.232306308499999,20.5
1060.015788029,400,-6.895516527549999,1.1682956344499997,-7.170092920899999,21.5
1060.173020892,400,-7.1330041706,1.13958176325,-7.066603343449999,21.5
1060.330147701,400,-7.0683979604,1.1084750694499999,-7.104290299400001,21.5
1060.488046046,400,-7.11565620675,1.1282158559,-7.031907415749999,20.5
1060.646149964,400,-7.1485575175,1.1312068841499998,-6.963113765999999,21.5
1060.829080604,400,-7.13599519885,1.07258273045,-7.021139714049999,21.5
1060.987442855,400,-7.2035924373,1.1389835575999998,-6.958926326449999,20.5
1061.142742372,400,-7.161119836149999,1.14197458585,-6.975077879,21.5
1061.30180677,400,-7.171887537849998,1.1252248276499999,-6.95055144735,21.5
1061.459793764,400,-7.1533431627,1.1389835575999998,-6.95055144735,20.5
1061.639572246,400,-7.1174508237,1.16709922315,-6.997809693699999,20.5
1061.796987852,400,-7.120441851949999,1.1922238604499997,-7.0313092101,20.5
1061.953846478,400,-7.0905315694499995,1.1629117836,-6.9990061049999985,21.5
1062.110649604,400,-7.0851477186,1.1563315214499998,-6.978667112899999,20.5
